PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
15.0,30.0,18.0,43.0,500.0,79.0,4.0,1027.5,-13.4,0.0,3.4
16.0,26.0,11.0,32.0,400.0,79.0,4.7,1027.4,-13.7,0.0,2.3
12.0,16.0,7.0,25.0,400.0,79.0,5.7,1026.7,-11.9,0.0,2.9
9.0,16.0,6.0,23.0,400.0,79.0,6.1,1026.0,-15.9,0.0,1.5
16.0,6.0,5.0,20.0,400.0,83.0,7.1,1024.9,-15.0,0.0,1.4
13.0,24.0,5.0,22.0,300.0,84.0,8.3,1024.3,-16.1,0.0,0.9
9.0,13.0,6.0,22.0,300.0,84.0,8.2,1023.9,-14.8,0.0,2.8
11.0,16.0,6.0,22.0,300.0,84.0,8.0,1024.0,-14.3,0.0,1.8
18.0,26.0,7.0,30.0,500.0,84.0,7.0,1024.5,-14.5,0.0,1.7
27.0,38.0,9.0,46.0,500.0,84.0,6.0,1025.3,-13.1,0.0,1.5
35.0,48.0,12.0,54.0,600.0,84.0,5.6,1025.8,-12.0,0.0,2.0
36.0,45.0,12.0,48.0,600.0,84.0,5.0,1026.3,-11.6,0.0,1.4
33.0,40.0,11.0,56.0,600.0,84.0,4.8,1026.6,-11.8,0.0,1.8
36.0,41.0,14.0,57.0,1100.0,84.0,3.8,1026.6,-6.8,0.0,3.0
44.0,59.0,19.0,58.0,1100.0,84.0,2.4,1026.9,-4.8,0.0,2.9
66.0,89.0,20.0,56.0,1200.0,84.0,1.6,1026.8,-5.6,0.0,3.3
72.0,77.0,18.0,54.0,1399.0,84.0,0.9,1026.9,-5.8,0.0,1.3
60.0,68.0,17.0,54.0,1300.0,84.0,0.2,1026.5,-6.0,0.0,2.0
58.0,67.0,18.0,56.0,1300.0,84.0,-0.7,1026.2,-5.9,0.0,2.1
58.0,68.0,19.0,60.0,1200.0,84.0,-1.2,1026.1,-4.7,0.0,1.4
72.0,75.0,21.0,64.0,1300.0,84.0,-1.1,1026.4,-4.8,0.0,1.3
61.0,75.0,21.0,66.0,1399.0,84.0,-1.0,1026.4,-4.2,0.0,0.9
73.0,75.0,20.0,68.0,1500.0,84.0,-0.1,1026.8,-4.4,0.0,1.3
72.0,80.0,24.0,70.0,1600.0,84.0,1.5,1026.8,-4.8,0.0,1.2
80.0,93.0,28.0,69.0,1700.0,84.0,2.9,1026.3,-5.0,0.0,1.0
100.0,114.0,35.0,73.0,1899.0,84.0,4.4,1025.1,-4.9,0.0,1.2
115.0,126.0,41.0,77.0,1899.0,84.0,5.5,1024.2,-4.7,0.0,1.8
126.0,134.0,47.0,82.0,1899.0,84.0,8.1,1023.1,-5.7,0.0,2.7
115.0,119.0,84.0,66.0,1200.0,84.0,8.9,1021.8,-6.1,0.0,3.1
111.0,117.0,109.0,57.0,1000.0,84.0,9.8,1021.0,-6.1,0.0,4.3
101.0,113.0,108.0,54.0,1000.0,83.0,9.2,1020.4,-6.7,0.0,3.2
102.0,106.0,107.0,62.0,1100.0,74.0,8.7,1020.1,-6.3,0.0,2.1
111.0,116.0,104.0,66.0,1200.0,68.0,7.7,1020.2,-5.4,0.0,2.9
116.0,118.0,84.0,72.0,1200.0,68.0,6.9,1020.4,-4.8,0.0,1.1
117.0,119.0,72.0,88.0,1200.0,68.0,6.8,1020.6,-4.3,0.0,1.2
118.0,119.0,71.0,94.0,1300.0,68.0,5.1,1020.6,-3.7,0.0,1.3
128.0,133.0,63.0,105.0,1500.0,68.0,5.0,1020.5,-3.3,0.0,1.6
147.0,160.0,62.0,105.0,2100.0,68.0,3.8,1020.3,-3.3,0.0,1.1
161.0,167.0,63.0,104.0,2100.0,68.0,2.2,1019.8,-3.3,0.0,1.2
159.0,163.0,54.0,101.0,1800.0,68.0,1.3,1019.7,-3.2,0.0,0.5
138.0,159.0,47.0,98.0,2100.0,68.0,0.5,1019.2,-2.4,0.0,0.7
177.0,186.0,53.0,109.0,2600.0,68.0,0.7,1018.6,-3.0,0.0,1.0
196.0,216.0,64.0,121.0,3100.0,68.0,0.7,1018.3,-3.0,0.0,1.0
191.0,207.0,60.0,113.0,2899.0,68.0,-0.4,1018.2,-3.1,0.0,0.0
183.0,196.0,57.0,110.0,2700.0,68.0,-1.0,1018.2,-2.7,0.0,0.8
169.0,179.0,72.0,108.0,2299.0,68.0,-1.2,1017.9,-2.6,0.0,0.0
163.0,163.0,68.0,100.0,2700.0,68.0,1.8,1018.4,-1.8,0.0,0.7
162.0,170.0,90.0,102.0,2399.0,68.0,3.7,1018.5,-2.3,0.0,1.1
168.0,176.0,93.0,100.0,2299.0,68.0,5.0,1017.6,-2.4,0.0,1.1
168.0,177.0,94.0,100.0,1899.0,16.0,7.1,1016.8,-2.6,0.0,1.0
187.0,190.0,95.0,100.0,1899.0,21.0,8.7,1016.1,-2.3,0.0,1.5
208.0,211.0,103.0,111.0,2200.0,24.0,9.9,1015.0,-2.8,0.0,0.5
225.0,232.0,98.0,116.0,2100.0,68.0,11.1,1013.8,-2.4,0.0,1.8
244.0,244.0,99.0,143.0,2399.0,68.0,11.8,1013.2,-0.7,0.0,2.1
280.0,287.0,94.0,152.0,2299.0,60.0,12.0,1012.9,-0.5,0.0,1.7
254.0,283.0,88.0,117.0,1899.0,65.0,12.0,1012.8,-0.2,0.0,2.1
261.0,265.0,78.0,105.0,1800.0,65.0,11.0,1013.3,0.4,0.0,1.7
275.0,284.0,71.0,105.0,1899.0,65.0,10.4,1013.9,0.4,0.0,1.0
290.0,297.0,74.0,110.0,1899.0,65.0,8.1,1014.6,0.8,0.0,0.5
309.0,314.0,84.0,117.0,2399.0,65.0,6.9,1015.4,1.2,0.0,0.0
304.0,311.0,81.0,143.0,2299.0,65.0,6.4,1016.4,1.3,0.0,0.4
281.0,294.0,82.0,141.0,2299.0,65.0,7.4,1017.1,1.0,0.0,0.0
287.0,304.0,80.0,150.0,3000.0,65.0,6.9,1017.4,1.2,0.0,1.3
355.0,383.0,81.0,185.0,3799.0,65.0,5.9,1017.6,1.0,0.0,0.9
335.0,344.0,78.0,164.0,3100.0,65.0,7.0,1018.0,0.0,0.0,1.7
290.0,319.0,73.0,153.0,2700.0,65.0,6.4,1018.3,-0.8,0.0,2.0
290.0,296.0,67.0,147.0,2299.0,65.0,6.2,1018.6,-0.5,0.0,2.6
275.0,282.0,62.0,140.0,2200.0,65.0,6.0,1019.4,-0.7,0.0,2.4
274.0,275.0,63.0,132.0,2100.0,65.0,5.1,1020.3,-0.9,0.0,0.9
270.0,271.0,58.0,128.0,2000.0,65.0,5.3,1021.2,-0.8,0.0,1.7
306.0,267.0,52.0,129.0,2299.0,65.0,6.1,1022.1,-0.2,0.0,0.4
296.0,259.0,54.0,123.0,2000.0,65.0,8.5,1022.3,-0.5,0.0,1.1
289.0,250.0,66.0,120.0,2000.0,65.0,11.1,1022.3,-1.0,0.0,1.0
273.0,231.0,86.0,114.0,1899.0,65.0,13.1,1021.7,-1.7,0.0,1.7
242.0,203.0,92.0,121.0,2100.0,65.0,14.0,1021.3,-1.6,0.0,1.2
211.0,181.0,86.0,98.0,2100.0,88.0,14.0,1020.3,-2.5,0.0,2.3
178.0,188.0,89.0,100.0,2200.0,94.0,14.2,1019.2,-1.5,0.0,2.4
194.0,159.0,76.0,86.0,2000.0,107.0,14.1,1018.3,-1.2,0.0,2.5
160.0,170.0,75.0,88.0,2100.0,107.0,13.9,1017.6,-0.6,0.0,2.7
186.0,209.0,81.0,104.0,2700.0,107.0,13.3,1016.8,-0.4,0.0,2.5
208.0,172.0,77.0,101.0,2700.0,107.0,12.4,1016.7,2.0,0.0,2.4
164.0,175.0,70.0,106.0,2700.0,107.0,11.0,1016.6,1.8,0.0,2.1
172.0,200.0,59.0,127.0,2600.0,107.0,10.0,1016.8,2.1,0.0,2.1
208.0,222.0,55.0,110.0,2399.0,107.0,9.2,1016.6,1.4,0.0,1.9
260.0,218.0,57.0,125.0,2299.0,107.0,8.4,1015.9,0.4,0.0,1.7
216.0,218.0,57.0,130.0,2200.0,107.0,8.1,1015.0,-0.2,0.0,0.8
194.0,156.0,52.0,112.0,1899.0,107.0,7.9,1014.4,0.1,0.0,1.6
153.0,165.0,49.0,107.0,1700.0,107.0,7.6,1014.0,0.3,0.0,0.7
161.0,179.0,56.0,118.0,2000.0,107.0,6.6,1013.1,0.7,0.0,0.7
216.0,180.0,56.0,116.0,2100.0,107.0,5.7,1012.0,0.8,0.0,1.1
216.0,176.0,67.0,109.0,1000.0,107.0,6.6,1010.7,0.7,0.0,0.4
212.0,175.0,60.0,110.0,1000.0,107.0,6.4,1009.9,0.5,0.0,0.4
211.0,166.0,54.0,91.0,1000.0,107.0,6.0,1009.3,0.9,0.0,1.0
173.0,177.0,50.0,96.0,1000.0,107.0,5.3,1008.0,0.8,0.0,1.2
215.0,168.0,47.0,106.0,1000.0,107.0,5.8,1007.6,1.3,0.0,1.0
176.0,186.0,51.0,107.0,1000.0,107.0,7.8,1007.3,1.4,0.0,0.8
190.0,211.0,65.0,115.0,1000.0,107.0,9.0,1006.3,1.6,0.0,1.6
200.0,223.0,81.0,125.0,1000.0,107.0,10.3,1005.2,1.9,0.0,1.5
226.0,268.0,90.0,146.0,1000.0,107.0,11.9,1003.3,2.1,0.0,1.0
275.0,319.0,110.0,147.0,1000.0,107.0,13.7,1001.9,2.3,0.0,1.9
318.0,352.0,122.0,147.0,1000.0,107.0,14.9,1000.4,2.7,0.0,1.1
347.0,374.0,122.0,140.0,1000.0,107.0,15.9,999.2,3.0,0.0,2.4
362.0,367.0,105.0,134.0,1000.0,107.0,15.1,998.4,3.2,0.0,1.7
404.0,368.0,92.0,132.0,1000.0,107.0,15.8,997.8,3.2,0.0,0.6
396.0,352.0,78.0,136.0,1000.0,107.0,14.1,997.9,3.8,0.0,1.2
357.0,358.0,72.0,145.0,1000.0,107.0,12.4,997.8,3.9,0.0,1.3
373.0,391.0,66.0,160.0,1000.0,105.0,10.1,998.0,4.2,0.0,0.8
394.0,421.0,59.0,193.0,1000.0,107.0,11.2,998.2,4.2,0.0,1.3
417.0,438.0,60.0,244.0,1000.0,107.0,10.4,998.3,4.3,0.0,1.5
441.0,475.0,64.0,236.0,1000.0,107.0,8.7,997.7,4.1,0.0,0.8
509.0,452.0,66.0,212.0,1000.0,107.0,7.9,997.8,4.5,0.0,1.0
487.0,452.0,69.0,197.0,1000.0,107.0,8.4,997.9,3.8,0.0,1.1
430.0,430.0,69.0,216.0,1000.0,107.0,11.3,998.0,-5.7,0.0,2.4
329.0,431.0,65.0,160.0,1000.0,107.0,11.7,997.9,-8.8,0.0,2.7
46.0,142.0,10.0,52.0,1000.0,107.0,11.2,998.1,-10.4,0.0,3.8
29.0,139.0,10.0,44.0,1000.0,107.0,10.3,998.7,-10.5,0.0,4.3
22.0,116.0,6.0,35.0,1000.0,107.0,9.1,1000.8,-8.5,0.0,5.8
14.0,99.0,7.0,33.0,1000.0,107.0,7.8,1002.0,-11.0,0.0,8.3
12.0,64.0,13.0,34.0,1000.0,107.0,7.2,1003.8,-14.9,0.0,4.3
3.0,6.0,4.0,27.0,1000.0,107.0,6.8,1004.9,-16.6,0.0,2.6
3.0,6.0,3.0,26.0,1000.0,107.0,8.3,1005.9,-19.5,0.0,6.9
3.0,6.0,3.0,27.0,1000.0,107.0,9.0,1006.3,-20.0,0.0,3.2
3.0,6.0,3.0,20.0,1000.0,107.0,9.9,1006.1,-18.3,0.0,4.9
12.0,6.0,3.0,21.0,1000.0,107.0,10.8,1005.3,-18.6,0.0,3.5
10.0,6.0,5.0,22.0,1000.0,107.0,11.3,1004.0,-17.2,0.0,4.3
12.0,6.0,6.0,22.0,1000.0,107.0,11.2,1002.8,-17.2,0.0,2.7
11.0,6.0,6.0,25.0,1000.0,107.0,11.2,1002.3,-17.2,0.0,1.6
12.0,6.0,7.0,26.0,1000.0,92.0,10.2,1002.0,-17.1,0.0,3.2
3.0,8.0,5.0,40.0,1000.0,82.0,9.2,1002.6,-5.1,0.0,5.0
13.0,71.0,10.0,45.0,1000.0,73.0,6.3,1003.6,-4.2,0.0,6.0
73.0,193.0,35.0,68.0,1000.0,39.0,4.7,1005.4,-4.9,0.0,4.9
45.0,86.0,21.0,48.0,1000.0,50.0,3.5,1006.0,-4.9,0.0,2.5
35.0,56.0,16.0,46.0,1000.0,48.0,2.9,1006.5,-5.8,0.0,2.6
32.0,42.0,15.0,47.0,1000.0,43.0,2.0,1006.4,-5.6,0.0,2.8
32.0,42.0,15.0,47.0,1000.0,43.0,1.8,1007.5,-5.6,0.0,3.2
29.0,30.0,14.0,45.0,1000.0,34.0,1.5,1007.8,-5.4,0.0,2.8
13.0,30.0,16.0,52.0,1000.0,32.0,1.1,1008.1,-5.4,0.0,2.2
14.0,30.0,14.0,52.0,1000.0,26.0,0.9,1007.8,-5.8,0.0,2.0
30.0,36.0,14.0,59.0,1000.0,35.0,0.6,1007.9,-5.9,0.0,1.7
11.0,20.0,11.0,49.0,1000.0,30.0,0.5,1007.5,-5.9,0.0,1.6
7.0,19.0,11.0,49.0,1000.0,30.0,0.5,1007.7,-5.1,0.0,1.4
9.0,17.0,12.0,52.0,1000.0,40.0,0.4,1008.3,-4.8,0.0,1.1
6.0,19.0,11.0,42.0,1000.0,31.0,1.6,1008.9,-4.7,0.0,1.7
34.0,49.0,14.0,66.0,1000.0,20.0,2.5,1009.3,-3.8,0.0,2.1
44.0,68.0,17.0,67.0,1000.0,20.0,2.7,1009.8,-3.9,0.0,1.8
47.0,64.0,17.0,58.0,1000.0,31.0,3.1,1009.9,-3.5,0.0,0.9
63.0,70.0,13.0,52.0,1000.0,32.0,4.2,1009.5,-2.9,0.0,2.9
47.0,56.0,11.0,49.0,1000.0,33.0,4.7,1009.0,-2.6,0.0,2.7
47.0,58.0,13.0,52.0,1000.0,36.0,5.0,1009.0,-1.7,0.0,1.7
50.0,63.0,12.0,50.0,1000.0,38.0,5.3,1009.2,-1.4,0.0,3.1
49.0,52.0,13.0,49.0,1000.0,43.0,4.7,1009.8,-0.7,0.0,2.9
48.0,66.0,12.0,51.0,1000.0,41.0,4.2,1010.8,1.1,0.0,1.9
45.0,51.0,9.0,54.0,1000.0,33.0,2.9,1011.9,1.7,0.7,2.6
42.0,31.0,6.0,58.0,1000.0,28.0,2.2,1013.4,1.3,0.5,1.4
29.0,34.0,4.0,60.0,1000.0,21.0,2.1,1014.9,1.4,0.5,3.1
63.0,42.0,4.0,58.0,1000.0,18.0,1.4,1016.3,0.8,0.7,2.0
60.0,72.0,6.0,55.0,1000.0,25.0,0.9,1017.1,0.0,0.6,2.4
72.0,82.0,5.0,53.0,1000.0,26.0,0.1,1017.9,-0.8,0.4,2.2
73.0,83.0,5.0,54.0,1000.0,23.0,-0.5,1018.6,-1.2,0.8,1.6
58.0,65.0,4.0,41.0,1000.0,21.0,-0.8,1019.7,-1.5,1.3,1.2
41.0,41.0,5.0,39.0,1000.0,23.0,-1.0,1020.3,-1.6,1.6,1.1
38.0,38.0,5.0,36.0,1000.0,22.0,-1.2,1020.5,-1.8,0.7,0.9
33.0,35.0,5.0,37.0,1000.0,17.0,-2.2,1021.2,-2.8,0.7,1.4
34.0,36.0,5.0,37.0,1000.0,20.0,-2.2,1021.1,-2.6,1.0,1.2
28.0,37.0,6.0,34.0,1000.0,32.0,-4.0,1021.6,-4.5,0.8,0.0
30.0,6.0,5.0,36.0,1000.0,20.0,-5.1,1021.7,-5.6,0.0,0.5
19.0,23.0,5.0,47.0,1000.0,9.0,-0.6,1021.9,-1.0,0.0,0.7
43.0,44.0,5.0,47.0,1000.0,13.0,1.5,1022.7,-1.4,0.0,1.5
56.0,56.0,9.0,46.0,1000.0,20.0,1.9,1022.7,-2.8,0.0,2.7
45.0,60.0,14.0,44.0,1000.0,31.0,3.3,1022.2,-8.1,0.0,2.8
53.0,22.0,22.0,37.0,1000.0,48.0,3.0,1021.6,-3.8,0.0,2.5
82.0,84.0,18.0,40.0,1000.0,49.0,3.8,1020.7,-7.1,0.0,0.4
3.0,183.0,164.0,25.0,1800.0,54.0,4.7,1019.5,-6.5,0.0,2.1
10.0,28.0,19.0,21.0,900.0,76.0,5.7,1018.5,-6.9,0.0,1.8
49.0,30.0,14.0,21.0,800.0,77.0,5.4,1017.7,-5.6,0.0,3.1
48.0,51.0,15.0,22.0,800.0,75.0,5.6,1017.2,-6.3,0.0,4.4
62.0,41.0,19.0,27.0,800.0,72.0,4.9,1016.8,-4.7,0.0,2.9
64.0,76.0,15.0,34.0,800.0,60.0,4.0,1016.5,-4.5,0.0,3.4
70.0,76.0,12.0,38.0,900.0,50.0,3.7,1016.5,-4.0,0.0,4.3
81.0,84.0,11.0,46.0,1000.0,38.0,3.6,1016.2,-3.9,0.0,1.8
95.0,81.0,12.0,53.0,1000.0,32.0,2.9,1016.0,-4.1,0.0,1.7
90.0,94.0,13.0,65.0,1200.0,19.0,2.7,1015.2,-4.1,0.0,1.5
97.0,98.0,13.0,63.0,1100.0,20.0,2.7,1014.2,-4.1,0.0,1.4
108.0,98.0,17.0,51.0,1000.0,29.0,2.4,1013.8,-4.1,0.0,2.2
107.0,96.0,19.0,40.0,1000.0,34.0,2.0,1013.1,-4.3,0.0,2.3
94.0,97.0,19.0,35.0,800.0,23.0,1.6,1012.1,-4.5,0.0,1.7
85.0,75.0,15.0,44.0,1000.0,44.1252,0.8,1011.1,-4.2,0.0,1.1
86.0,72.0,12.0,45.0,600.0,18.0,0.1,1010.4,-4.0,0.0,1.0
90.0,70.0,10.0,44.0,900.0,13.0,-0.3,1009.9,-4.4,0.0,1.3
96.0,73.0,10.0,50.0,900.0,7.0,-0.3,1009.5,-3.7,0.0,0.9
97.0,79.0,10.0,54.0,1100.0,3.0,0.9,1008.9,-4.5,0.0,1.1
88.0,95.0,13.0,49.0,1100.0,8.0,2.5,1007.8,-4.3,0.0,0.6
98.0,111.0,20.0,52.0,1200.0,13.0,3.6,1007.0,-3.5,0.0,0.8
121.0,129.0,20.0,65.0,1500.0,11.0,4.9,1005.9,-3.4,0.0,1.3
137.0,151.0,20.0,77.0,1600.0,13.0,5.4,1004.9,-2.9,0.0,1.8
154.0,169.0,23.0,83.0,1700.0,18.0,6.6,1003.7,-2.6,0.0,2.3
174.0,181.0,26.0,87.0,1700.0,25.0,8.2,1002.3,-3.0,0.0,1.8
173.0,177.0,36.0,86.0,1500.0,34.0,8.4,1002.0,-2.3,0.0,2.2
185.0,187.0,38.0,91.0,1500.0,38.0,8.3,1001.7,-2.4,0.0,2.0
187.0,195.0,35.0,97.0,1500.0,36.0,8.3,1001.3,-2.1,0.0,2.8
193.0,202.0,35.0,108.0,1600.0,30.0,7.1,1002.0,-1.8,0.0,1.5
198.0,211.0,35.0,118.0,1700.0,21.0,6.6,1003.4,-1.6,0.0,1.7
208.0,225.0,34.0,125.0,1800.0,12.0,6.3,1004.6,-1.4,0.0,1.7
208.0,220.0,31.0,126.0,1700.0,8.0,6.1,1005.4,-1.6,0.0,2.4
211.0,213.0,28.0,118.0,1700.0,15.0,6.2,1006.4,-1.9,0.0,2.5
192.0,194.0,26.0,105.0,1600.0,20.0,6.7,1007.7,-2.0,0.0,2.3
177.0,182.0,30.0,89.0,1600.0,32.0,6.0,1008.5,-1.6,0.0,1.7
173.0,180.0,31.0,94.0,1600.0,21.0,5.4,1009.6,-2.4,0.0,1.5
161.0,149.0,34.0,73.0,1300.0,37.0,5.0,1010.5,-4.1,0.0,1.3
124.0,151.0,32.0,62.0,1100.0,42.0,4.3,1011.2,-4.2,0.0,0.9
104.0,151.0,26.0,52.0,900.0,46.0,4.5,1011.8,-6.1,0.0,1.5
152.0,150.0,26.0,83.0,1000.0,21.0,3.2,1012.9,-5.7,0.0,2.2
56.0,150.0,16.0,45.0,700.0,47.0,2.8,1013.9,-7.1,0.0,0.7
14.0,147.0,9.0,27.0,500.0,67.0,2.7,1015.1,-9.6,0.0,0.9
8.0,10.0,12.0,45.0,400.0,39.0,5.4,1015.9,-10.8,0.0,2.5
10.0,137.0,12.0,37.0,400.0,53.0,6.7,1016.6,-12.0,0.0,2.5
136.0,133.0,26.0,80.0,400.0,63.0,7.7,1016.7,-6.5,0.0,1.8
132.0,128.0,26.0,79.0,400.0,72.0,7.7,1016.3,-7.6,0.0,1.5
128.0,127.0,26.0,77.0,1000.0,52.0,8.6,1015.5,-7.2,0.0,2.5
60.0,115.0,37.0,34.0,1100.0,60.0,9.3,1014.6,-7.0,0.0,4.3
60.0,110.0,30.0,33.0,1000.0,66.0,9.6,1013.8,-5.9,0.0,3.7
76.0,147.0,25.0,38.0,1100.0,78.0,9.9,1013.4,-6.5,0.0,5.3
72.0,142.0,24.0,35.0,1000.0,84.0,10.2,1012.7,-5.4,0.0,3.4
62.0,127.0,22.0,30.0,800.0,86.0,9.7,1012.2,-5.4,0.0,4.2
73.0,123.0,22.0,34.0,800.0,85.0,9.0,1012.7,-5.3,0.0,4.1
75.0,118.0,21.0,38.0,800.0,82.0,8.5,1013.2,-5.7,0.0,2.5
67.0,110.0,19.0,40.0,800.0,74.0,7.7,1013.4,-6.1,0.0,2.3
69.0,107.0,18.0,48.0,800.0,58.0,5.1,1014.4,-4.8,0.0,1.9
62.0,98.0,17.0,44.0,700.0,47.0,3.9,1014.1,-4.6,0.0,2.4
60.0,92.0,16.0,57.0,900.0,25.0,3.0,1014.1,-4.2,0.0,2.0
66.0,87.0,15.0,69.0,1200.0,6.0,1.9,1013.7,-4.4,0.0,2.0
62.0,76.0,16.0,64.0,1300.0,8.0,1.5,1013.1,-4.4,0.0,1.7
52.0,66.0,14.0,66.0,1100.0,4.0,1.5,1012.2,-4.0,0.0,1.7
50.0,59.0,13.0,65.0,1100.0,3.0,0.7,1011.5,-3.6,0.0,2.2
53.0,56.0,13.0,63.0,1300.0,2.0,1.1,1010.9,-3.6,0.0,1.7
53.0,65.0,14.0,64.0,1200.0,2.0,0.9,1010.1,-3.4,0.0,2.8
54.0,65.0,15.0,65.0,1000.0,2.0,0.7,1010.1,-3.6,0.0,2.7
52.0,61.0,14.0,56.0,900.0,2.0,0.7,1010.2,-3.8,0.0,2.2
45.0,52.0,20.0,53.0,900.0,5.0,1.2,1008.7,-4.9,0.0,3.5
47.0,58.0,24.0,52.0,1100.0,12.0,2.4,1007.8,-4.8,0.0,2.6
46.0,53.0,31.0,47.0,1300.0,25.0,2.9,1007.5,-6.0,0.0,1.5
80.0,99.0,39.0,51.0,1700.0,28.0,3.9,1007.2,-5.3,0.0,1.7
86.0,106.0,55.0,53.0,1700.0,31.0,5.0,1006.5,-4.3,0.0,2.3
93.0,115.0,55.0,55.0,1600.0,39.0,5.5,1005.9,-5.8,0.0,1.9
89.0,108.0,58.0,56.0,1500.0,42.0,6.3,1005.8,-5.1,0.0,2.1
93.0,111.0,56.0,62.0,1399.0,38.0,8.0,1005.6,-4.8,0.0,2.6
92.0,128.0,57.0,62.0,1399.0,40.0,11.1,1005.9,-5.4,0.0,3.5
94.0,166.0,53.0,63.0,1300.0,44.0,11.5,1007.7,-9.5,0.0,7.7
63.0,211.0,31.0,42.0,700.0,64.0,9.6,1009.9,-12.3,0.0,9.3
21.0,147.0,8.0,13.0,200.0,92.0,7.9,1012.1,-15.0,0.0,5.4
15.0,67.0,4.0,13.0,200.0,89.0,6.5,1014.3,-13.7,0.0,5.9
12.0,75.0,3.0,12.0,200.0,92.0,5.8,1016.3,-15.5,0.0,5.2
12.0,37.0,3.0,10.0,200.0,97.0,5.2,1017.4,-16.0,0.0,2.6
8.0,18.0,3.0,11.0,200.0,96.0,4.5,1018.0,-16.6,0.0,3.4
6.0,18.0,3.0,9.0,100.0,97.0,2.9,1018.9,-14.8,0.0,2.8
6.0,17.0,3.0,12.0,100.0,90.0,2.0,1019.3,-16.0,0.0,3.4
7.0,17.0,5.0,16.0,200.0,79.0,1.2,1019.7,-15.3,0.0,2.8
8.0,17.0,7.0,23.0,200.0,63.0,0.2,1019.9,-15.0,0.0,2.6
8.0,14.0,7.0,25.0,200.0,55.0,-0.5,1019.8,-14.8,0.0,3.1
8.0,11.0,8.0,30.0,200.0,50.0,-0.7,1020.1,-14.3,0.0,2.3
8.0,12.0,8.0,30.0,200.0,49.0,-1.2,1020.6,-13.7,0.0,1.2
8.0,13.0,6.0,31.0,200.0,45.0,0.2,1021.0,-13.8,0.0,1.2
10.0,10.0,7.0,34.0,300.0,49.0,2.4,1021.4,-15.2,0.0,2.0
12.0,17.0,7.0,24.0,300.0,65.0,3.6,1021.5,-17.9,0.0,4.4
13.0,16.0,9.0,18.0,200.0,74.0,4.8,1021.3,-17.6,0.0,3.4
11.0,12.0,8.0,12.0,200.0,84.0,5.9,1020.5,-17.4,0.0,2.2
4.0,9.0,9.0,11.0,200.0,86.0,6.8,1019.5,-17.3,0.0,1.6
10.0,11.0,11.0,10.0,200.0,88.0,8.1,1018.1,-17.9,0.0,1.4
4.0,11.0,9.0,9.0,200.0,91.0,8.8,1016.4,-17.3,0.0,3.5
5.0,7.0,6.0,8.0,200.0,97.0,9.9,1015.3,-17.3,0.0,2.4
4.0,9.0,7.0,8.0,200.0,94.0,11.0,1014.5,-17.4,0.0,2.3
9.0,14.0,6.0,12.0,200.0,92.0,9.5,1014.1,-15.9,0.0,1.2
17.0,27.0,6.0,19.0,200.0,85.0,8.9,1014.3,-17.2,0.0,2.1
25.0,47.0,6.0,27.0,300.0,80.0,7.3,1014.9,-15.5,0.0,3.2
34.0,61.0,8.0,33.0,1000.0,73.4706,6.7,1016.0,-14.1,0.0,2.6
48.0,86.0,16.0,42.0,1000.0,54.4068,6.3,1016.6,-13.4,0.0,2.1
60.0,87.0,23.0,49.0,1000.0,43.2684,6.0,1017.1,-13.1,0.0,1.8
55.0,76.0,18.0,48.0,1000.0,41.9832,4.0,1017.3,-11.6,0.0,0.8
58.0,85.0,23.0,44.0,500.0,45.0,3.7,1018.1,-11.5,0.0,2.0
58.0,85.0,23.0,45.0,1000.0,24.633,2.7,1018.5,-9.0,0.0,1.8
66.0,99.0,30.0,61.0,1000.0,11.9952,1.2,1018.9,-7.3,0.0,3.2
73.0,117.0,22.0,67.0,1000.0,7.2828,0.0,1019.2,-6.4,0.0,1.3
78.0,104.0,23.4192,58.0,1000.0,44.1252,-0.7,1019.3,-6.1,0.0,1.5
78.0,103.0,24.0,63.0,1000.0,0.6426,-1.1,1019.7,-6.5,0.0,1.5
70.0,94.0,20.0,64.8748,1000.0,0.8568,-1.9,1020.1,-6.6,0.0,0.7
68.0,81.0,20.0,65.0,1000.0,44.1252,-1.2,1020.4,-6.4,0.0,0.9
72.0,92.0,24.0,66.0,1000.0,1.7136,0.8,1020.6,-5.9,0.0,1.3
98.0,137.0,59.0,69.0,1000.0,6.426,2.4,1020.6,-6.5,0.0,1.3
113.0,151.0,75.0,70.0,1000.0,12.4236,4.3,1020.1,-7.8,0.0,0.0
111.0,117.0,69.0,62.0,1000.0,29.988,5.9,1019.5,-9.2,0.0,1.1
100.0,108.0,56.0,57.0,1000.0,48.8376,7.2,1018.5,-7.6,0.0,2.1
115.0,130.0,59.0,75.0,1000.0,41.9832,8.6,1017.6,-8.9,0.0,2.5
129.0,143.0,52.0,75.0,1000.0,56.9772,9.7,1016.3,-8.0,0.0,2.6
127.0,142.0,46.0,74.0,1000.0,68.3298,10.2,1015.4,-8.5,0.0,2.9
134.0,135.0,41.0,61.0,1000.0,92.7486,11.2,1014.8,-8.7,0.0,3.9
116.0,119.0,36.0,51.0,1300.0,101.0,10.9,1014.4,-8.9,0.0,2.5
111.0,124.0,36.0,52.0,1100.0,100.0,10.1,1014.5,-9.1,0.0,2.8
109.0,133.0,32.0,52.0,1000.0,100.0,9.3,1014.6,-8.3,0.0,1.4
